lada,ciudad,estado
757,Huamuxtitlán,Guerrero
757,San José Buenavista,Guerrero
757,Santa Cruz,Guerrero
757,Tlalixtaquilla,Guerrero
757,Tlalquetzala,Guerrero
757,Tlapa de Comonfort,Guerrero
757,Xochihuehuetlan,Guerrero
757,Zacatipa,Guerrero
758,Petatlán,Guerrero
758,San Jeronimito (San Jerónimo),Guerrero
762,Acamixtla,Guerrero
762,El Fraile,Guerrero
762,Huixtac,Guerrero
762,Paintla,Guerrero
762,Taxco,Guerrero
762,Taxco El Viejo,Guerrero
762,Tlamacazapa,Guerrero
767,Amuco de la Reforma,Guerrero
767,Anonas,Guerrero
767,Aratichanguio,Guerrero
767,Ciudad Altamirano,Guerrero
767,Coyuca de Catalán,Guerrero
767,Guayameo,Guerrero
767,Paso de Arena,Guerrero
767,Placeres del Oro,Guerrero
767,Tanganhuato,Guerrero
767,Zirándaro,Guerrero
781,Bajos del Ejido,Guerrero
781,Coyuca de Benítez,Guerrero
781,El Espinalillo,Guerrero
781,El Papayo,Guerrero
781,Hacienda de Cabañas,Guerrero
781,San Jerónimo de Juárez,Guerrero
781,Tepetixtla,Guerrero
781,Tixtlancingo,Guerrero
427,Tlaxcalilla,Hidalgo
441,Cuesta Colorada,Hidalgo
441,El Pinalito,Hidalgo
441,Jacala,Hidalgo
483,Chapulhuacán,Hidalgo
483,Coacuilco,Hidalgo
483,Huitzitzilingo,Hidalgo
483,Pisaflores Hidalgo,Hidalgo
483,San Felipe Orizatlán,Hidalgo
591,Praderas del Potrero,Hidalgo
736,Tonalapa del Río,Hidalgo
738,Alfajayucan,Hidalgo
738,Chilcuautla,Hidalgo
738,Colonia Morelos,Hidalgo
738,Dextho de Victoria,Hidalgo
738,El Mejay,Hidalgo
738,El Rosario,Hidalgo
738,El Tothie,Hidalgo
738,Huitexcalco de Morelos,Hidalgo
738,Jaguey Blanco,Hidalgo
738,Mixquiahuala,Hidalgo
738,Progreso,Hidalgo
738,San Salvador,Hidalgo
738,Teñhe,Hidalgo
738,Tepatepec,Hidalgo
738,Xochitlán,Hidalgo
743,Acayuca,Hidalgo
743,General Felipe Angeles,Hidalgo
743,Jagüey de Téllez (Estación Téllez),Hidalgo
743,San Agustín Tlaxiaca,Hidalgo
743,San Agustín Zapotlán,Hidalgo
743,San Juan Solís,Hidalgo
743,San Pedro Tlaquilpan,Hidalgo
743,Santiago Tepeyahualco,Hidalgo
743,Santo Tomás,Hidalgo
743,Tolcayuca,Hidalgo
743,Villa Tezontepec,Hidalgo
743,Zapotlán de Juárez,Hidalgo
743,Zempoala,Hidalgo
745,Cuautepec,Hidalgo
745,Jalapa,Hidalgo
745,Tonalá,Hidalgo
746,Huautla,Hidalgo
748,Almoloya,Hidalgo
748,Apan,Hidalgo
748,Chimalpa y Tlalayote,Hidalgo
748,Emiliano Zapata,Hidalgo
748,José María Morelos (San José),Hidalgo
748,Lazaro Cárdenas,Hidalgo
759,Caltimacán,Hidalgo
759,Cardonal,Hidalgo
759,El Alberto,Hidalgo
759,El Deca,Hidalgo
759,El Tephe,Hidalgo
759,Ixmiquilpan,Hidalgo
759,La Loma Julián Villagrán,Hidalgo
759,Lázaro Cárdenas (Remedios),Hidalgo
759,Los Remedios,Hidalgo
759,Orizabita,Hidalgo
759,San Antonio Sabanillas,Hidalgo
759,Santuario Mapethe,Hidalgo
759,Tasquillo,Hidalgo
759,Taxadho,Hidalgo
759,Zimapán,Hidalgo
761,El Jaguey,Hidalgo
761,El Saucillo,Hidalgo
761,Gandho,Hidalgo
761,Huichapan,Hidalgo
761,Llano Largo,Hidalgo
761,Maravillas,Hidalgo
761,Nopala,Hidalgo
761,San Sebastián Tenochtitlán,Hidalgo
761,Tecozautla,Hidalgo
761,Zothe,Hidalgo
763,Chapantongo,Hidalgo
763,La Cruz,Hidalgo
763,Munitepec de Madero,Hidalgo
763,Santa María Amealco,Hidalgo
763,Sayula Pueblo,Hidalgo
763,Tezontepec de Aldama,Hidalgo
763,Tlahuelilpan,Hidalgo
771,El Venado,Hidalgo
771,Epazoyucan,Hidalgo
771,Fraccionamiento La Reforma,Hidalgo
771,Huasca de Ocampo,Hidalgo
771,La Estanzuela,Hidalgo
771,La Providencia,Hidalgo
771,Mineral del Monte,Hidalgo
771,Omitlán de Juárez,Hidalgo
771,Pachuca de Soto,Hidalgo
771,San Juan Tilcuautla,Hidalgo
771,San Juan Tizahuapan,Hidalgo
771,Santa Maria la Calera,Hidalgo
771,Santa Matilde,Hidalgo
771,Santa Mónica,Hidalgo
771,Santiago Tlapacoya,Hidalgo
771,Xochihuacan (Las Palomas),Hidalgo
772,Actopan,Hidalgo
772,Caxuxi,Hidalgo
772,Chicavasco,Hidalgo
772,Dajiedhi,Hidalgo
772,El Arenal,Hidalgo
772,El Mezquital,Hidalgo
772,La Estancia,Hidalgo
772,Santiago de Anaya,Hidalgo
772,Yolotepec,Hidalgo
773,Bomintzha,Hidalgo
773,Cruz Azul San Miguel Vindho,Hidalgo
773,General Pedro María Anaya (San Mateo),Hidalgo
773,Melchor Ocampo (El Salto),Hidalgo
773,San Buenaventura,Hidalgo
773,Santa Ana Ahuehuepan,Hidalgo
773,Santiago Tlautla,Hidalgo
773,Tepeji de Ocampo,Hidalgo
773,Tinajas,Hidalgo
773,Tula,Hidalgo
773,Xiteje de Zapata,Hidalgo
774,Agua Blanca Iturbide,Hidalgo
774,Atotonilco El Grande,Hidalgo
774,Calnali,Hidalgo
774,Cerro Colorado,Hidalgo
774,Ejido Alcholoya,Hidalgo
774,El Contadero,Hidalgo
774,Estación de Apulco,Hidalgo
774,Metepec,Hidalgo
774,Metztitlán,Hidalgo
774,Mezquititlán,Hidalgo
774,Molango,Hidalgo
774,San Bartolo Tutotepec,Hidalgo
774,San Francisco Tlahuelompa,Hidalgo
774,San Martín,Hidalgo
774,Tenango,Hidalgo
774,Tepehuacán de Guerrero,Hidalgo
774,Tianguistengo,Hidalgo
774,Tlanchinol,Hidalgo
774,Xochicoatlán,Hidalgo
774,Zacualtipán,Hidalgo
775,Acatlán,Hidalgo
775,Colonia 28 de Mayo (Santa Rosa),Hidalgo
775,Cuautepec de Hinojosa,Hidalgo
775,El Pedregal San José,Hidalgo
775,Jaltepec,Hidalgo
775,La Lagunilla,Hidalgo
775,Napateco,Hidalgo
775,San Juan Hueyapan,Hidalgo
775,San Lorenzo Sayula,Hidalgo
775,Santa Ana de Allende,Hidalgo
775,Santa Ana Hueytlalpan,Hidalgo
775,Santa Elena Paliseca,Hidalgo
775,Santiago Tulantepec,Hidalgo
775,Singuilucan,Hidalgo
775,Tulancingo,Hidalgo
776,Acaxochitlán,Hidalgo
776,San Pedro Tlachichilco,Hidalgo
776,Santa Ana Tzacuala,Hidalgo
776,Tenango de Doria,Hidalgo
778,Ajacuba,Hidalgo
778,Atitalaquía,Hidalgo
778,Atotonilco de Tula,Hidalgo
778,San Nicólas Tecomatlán,Hidalgo
778,Santiago Tezontlale,Hidalgo
778,Tlaxcoapan,Hidalgo
779,Las Plazas,Hidalgo
779,Tizayuca,Hidalgo
789,Atlapexco,Hidalgo
789,Huejutla de Reyes,Hidalgo
789,Jaltocan,Hidalgo
789,La Capilla,Hidalgo
789,Tehuetlán,Hidalgo
791,Ciudad Sahagún,Hidalgo
791,Colonia 20 de Noviembre,Hidalgo
791,Los Cides,Hidalgo
791,Tepeapulco,Hidalgo
33,Base Aérea Militar No. 5,Jalisco
33,Buenavista,Jalisco
33,Cajititlán,Jalisco
33,Centro de Readaptación Social,Jalisco
33,Club de Golf Santa Anita,Jalisco
33,Colonia Guadalupana,Jalisco
33,Coyula,Jalisco
33,El Salto,Jalisco
33,Emiliano Zapata,Jalisco
33,Guadalajara,Jalisco
33,La Calera,Jalisco
33,"La Primavera, Jalisco",Jalisco
33,La Tijera,Jalisco
33,La Venta del Astillero,Jalisco
33,Las Cañadas (Bosques de San Isidro),Jalisco
33,Las Pintas,Jalisco
33,Loma Bonita,Jalisco
33,Nicolás R. Casillas,Jalisco
33,Nuevo México,Jalisco
33,Palomar,Jalisco
33,Puente Grande,Jalisco
33,Rancho Contento,Jalisco
33,Río Blanco,Jalisco
33,San Esteban,Jalisco
33,San Gaspar de las Flores,Jalisco
33,San Isidro Mazatepec,Jalisco
33,San José del Castillo,Jalisco
33,San Juan Evangelista,Jalisco
33,San Martín de las Flores de Abajo,Jalisco
33,San Miguel Cuyutlán,Jalisco
33,San Nicolás,Jalisco
33,San Sebastián El Grande,Jalisco
33,Santa Anita,Jalisco
33,Santa Cruz de la Loma,Jalisco
33,Santa Cruz de las Flores[disambiguation needed],Jalisco
33,Santa Cruz del Valle,Jalisco
33,Tesistán (San Francisco Tesistán),Jalisco
33,Tlajomulco de Zuñiga,Jalisco
33,Tlaquepaque,Jalisco
33,Tonalá,Jalisco
33,Zapopan,Jalisco
33,Zapote del Valle (Zapote de Santa Cruz),Jalisco
312,La Estrella,Jalisco
312,La Higuera,Jalisco
312,Pihuamo,Jalisco
312,San Marcos,Jalisco
312,Tonila,Jalisco
315,Barra de Navidad,Jalisco
315,Careyes,Jalisco
315,Cihuatlán,Jalisco
315,Emiliano Zapata,Jalisco
315,La Manzanilla,Jalisco
315,San Mateo,Jalisco
315,San Patricio (Melaque),Jalisco
316,Ayutla,Jalisco
316,Cuautla,Jalisco
316,San Clemente,Jalisco
316,Unión de Tula,Jalisco
317,Ahuacapan,Jalisco
317,Autlán,Jalisco
317,El Chante,Jalisco
317,El Corcovado,Jalisco
317,El Mentidero,Jalisco
317,Las Lagunillas,Jalisco
317,Las Paredes,Jalisco
317,Mezquitán,Jalisco
321,Ayuquila,Jalisco
321,El Grullo,Jalisco
321,El Limón,Jalisco
321,El Palmar de San Antonio,Jalisco
322,Campamento Sarh,Jalisco
322,Campo Acosta,Jalisco
322,El Tuito,Jalisco
322,Ixtapa,Jalisco
322,José María Morelos,Jalisco
322,La Cruz de Loreto,Jalisco
322,La Desembocada,Jalisco
322,Las Juntas y los Veranos,Jalisco
322,Las Palmas de Arriba,Jalisco
322,Mismaloya,Jalisco
322,Puerto Vallarta,Jalisco
322,San Sebastián del Oeste,Jalisco
322,Tequesquite,Jalisco
322,Tomatlán,Jalisco
322,Yelapa,Jalisco
326,Atemajac de Brizuela,Jalisco
326,Barranca de Otates,Jalisco
326,Barranca de Santa Clara (Barranca de Enmedio),Jalisco
326,San Andrés Figueroa,Jalisco
326,San Marcos (Mp. Zacoalco de Torres),Jalisco
326,Verdía,Jalisco
326,Zacoalco,Jalisco
341,Ciudad Guzmán,Jalisco
341,El Rincón,Jalisco
341,Gómez Farías,Jalisco
341,La Mesa (El Fresnito),Jalisco
341,Tasinaxtla (La Cañada),Jalisco
341,Villa Lázaro Cárdenas (El Aserradero),Jalisco
341,Zapotiltic,Jalisco
342,Sayula,Jalisco
343,Ejutla,Jalisco
343,El Jazmín,Jalisco
343,Juanacatlán,Jalisco
343,La Frontera,Jalisco
343,San Gabriel,Jalisco
343,San Isidro,Jalisco
343,San José del Carmen,Jalisco
343,Tapalpa,Jalisco
343,Tolimán,Jalisco
343,Tonaya,Jalisco
343,Tuxcacuesco,Jalisco
343,Zapotitlán de Vadillo,Jalisco
344,Huisquilco (Huiscuilco),Jalisco
344,Manalisco,Jalisco
344,Mexticacán,Jalisco
344,Yahualica,Jalisco
345,Ayotlán,Jalisco
345,Betania,Jalisco
345,Buenos Aires,Jalisco
345,Degollado,Jalisco
345,Huascato,Jalisco
345,La Concepción,Jalisco
345,Santa Rita,Jalisco
346,Belén del Refugio,Jalisco
346,Mechoacanejo,Jalisco
346,Teocaltiche,Jalisco
347,Mirandillas,Jalisco
347,San Julián,Jalisco
347,San Miguel El Alto,Jalisco
347,Valle de Guadalupe,Jalisco
348,Arandas,Jalisco
348,Jesús María,Jalisco
348,Josefino de Allende,Jalisco
348,La Trinidad,Jalisco
348,San Ignacio Cerro Gordo,Jalisco
348,Santa María del Valle,Jalisco
348,Santiaguito de Velázquez,Jalisco
349,Atengo,Jalisco
349,Juchitlán,Jalisco
349,Los Guajes (San José de los Guajes),Jalisco
349,Quila (Quila El Grande),Jalisco
349,Tecolotlán,Jalisco
349,Tenamaxtlán,Jalisco
354,Manuel M. Dieguez,Jalisco
357,Casimiro Castillo,Jalisco
357,Cuautitlán,Jalisco
357,El Chico,Jalisco
357,La Huerta,Jalisco
357,Lo Arado,Jalisco
357,Los Tecomates (Piedra Pesada),Jalisco
357,Tequesquitlán,Jalisco
357,Villa Purificación,Jalisco
358,Arroyo Hondo,Jalisco
358,La Garita,Jalisco
358,San Francisco,Jalisco
358,Tamazula,Jalisco
358,Villa de Contla (Contla),Jalisco
358,Vista Hermosa (Santa Cruz del Cortijo),Jalisco
371,Atenquique,Jalisco
371,Tecalitlán,Jalisco
371,Tuxpan,Jalisco
372,Amacueca,Jalisco
372,Atoyac,Jalisco
372,Citala,Jalisco
372,Cofradía,Jalisco
372,Concepción de Buenos Aires,Jalisco
372,Cuyacapan,Jalisco
372,El Zapote,Jalisco
372,La Manzanilla de La Paz,Jalisco
372,Teocuitatlán de Corona,Jalisco
372,Unión de Guadalupe,Jalisco
373,Cuquío,Jalisco
373,Ixtlahuacán del Río,Jalisco
373,Las Cruces,Jalisco
373,Matatlán,Jalisco
373,Palos Altos,Jalisco
373,San Antonio de los Vázquez,Jalisco
373,San Cristóbal de la Barranca,Jalisco
373,San José de las Flores,Jalisco
373,Santa Fe,Jalisco
373,Saucillo de Maldonado,Jalisco
373,Trejos,Jalisco
373,Zapotlanejo,Jalisco
374,Amatitán,Jalisco
374,El Arenal,Jalisco
374,El Salvador,Jalisco
374,Santa Cruz del Astillero,Jalisco
374,Santa Teresa,Jalisco
374,Tequila,Jalisco
375,Altavista de Ramos,Jalisco
375,Ameca,Jalisco
375,El Cabezón,Jalisco
375,El Sabino,Jalisco
375,Los Pocitos,Jalisco
375,San Antonio Matute,Jalisco
375,San Antonio Puerta de la Vega,Jalisco
375,San Nicolás,Jalisco
375,Texcalame,Jalisco
376,Ajijic,Jalisco
376,Atequiza,Jalisco
376,Buenavista,Jalisco
376,Chapala,Jalisco
376,El Tepeguaje,Jalisco
376,Ixtlahuacán de los Membrillos,Jalisco
376,Mezcala de los Romeros,Jalisco
376,Mismaloya,Jalisco
376,San Jacinto,Jalisco
376,San Juan Tecomatlán,Jalisco
376,San Luis Soyatlán,Jalisco
376,San Pedro Itzican,Jalisco
376,Santa Cruz de la Soledad,Jalisco
376,Tizapan El Alto,Jalisco
376,Villa Emiliano Zapata,Jalisco
377,Agua Caliente,Jalisco
377,Atotonilco El Bajo,Jalisco
377,Camichines,Jalisco
377,Cocula,Jalisco
377,El Crucero de Santa María,Jalisco
377,Estipac,Jalisco
377,Tateposco (San José de Tateposc),Jalisco
378,Acatic,Jalisco
378,Capilla de Guadalupe,Jalisco
378,Capilla de Milpillas (Milpillas),Jalisco
378,Mezcala (Mp. Tepatitlán de Morelo),Jalisco
378,Ojo de Agua de Latillas,Jalisco
378,Pegueros,Jalisco
378,San José de Bazarte,Jalisco
378,Tecomotlan,Jalisco
378,Tepatitlan de Morelos,Jalisco
378,Tierras Coloradas,Jalisco
382,Mazamitla,Jalisco
382,Quitupan,Jalisco
382,Valle de Juárez,Jalisco
384,Cuisillos,Jalisco
384,Las Navajas,Jalisco
384,Tala,Jalisco
384,Teuchitlán,Jalisco
385,Buenavista,Jalisco
385,Camajapita,Jalisco
385,Chiquilistlán,Jalisco
385,El Salitre,Jalisco
385,Ipazoltic,Jalisco
385,Los Guerrero,Jalisco
385,San Martín Hidalgo,Jalisco
385,San Nicolás de Acuña,Jalisco
385,Tamazulita,Jalisco
386,Ahualulco,Jalisco
386,Antonio Escobedo,Jalisco
386,El Carmen,Jalisco
386,Etzatlán,Jalisco
386,Hostotipaquillo,Jalisco
386,La Estancia de Ayones,Jalisco
386,La Quemada,Jalisco
386,Magdalena,Jalisco
386,Oconahua,Jalisco
386,San Andrés,Jalisco
386,San Marcos,Jalisco
386,San Pedro,Jalisco
387,Acatlán de Juárez,Jalisco
387,Bellavista,Jalisco
387,El Molino,Jalisco
387,Huejotitan,Jalisco
387,Jocotepec,Jalisco
387,Las Trojes,Jalisco
387,Potrerillos,Jalisco
387,San Juan Cosala,Jalisco
387,San Pedro Tesistán,Jalisco
387,Villa Corona,Jalisco
387,Zapotitán de Hidalgo,Jalisco
388,Atenguillo,Jalisco
388,Guachinango,Jalisco
388,La Laja,Jalisco
388,Los Volcanes,Jalisco
388,Mascota,Jalisco
388,Mixtlán,Jalisco
388,San Antonio de los Macedo,Jalisco
388,Talpa de Allende,Jalisco
391,Atotonilco El Alto,Jalisco
391,Francisco Javier Mina,Jalisco
391,La Purísima,Jalisco
391,Margaritas,Jalisco
391,Nuevo Refugio de Afuera,Jalisco
391,Nuevo Valle,Jalisco
391,Otatlán,Jalisco
391,Poncitlán,Jalisco
391,San Antonio de Fernández,Jalisco
391,San Isidro,Jalisco
391,San José de Gracia,Jalisco
391,San Miguel Zapotitlán,Jalisco
391,Santa Cruz El Grande,Jalisco
391,Tecualtitán,Jalisco
391,Tototlán,Jalisco
391,Zapotlán del Rey,Jalisco
392,Jamay,Jalisco
392,Joconoxtle (La Tuna),Jalisco
392,Ocotlán,Jalisco
392,San José de la Paz,Jalisco
392,San Martín de Zula (Zula),Jalisco
393,Condiro,Jalisco
393,La Barca,Jalisco
393,La Paz de Ordaz,Jalisco
393,San Francisco de Rivas,Jalisco
393,San José Casas Caídas,Jalisco
393,San José de las Moras,Jalisco
393,San Ramón,Jalisco
395,Mezquitic de la Magdalena,Jalisco
395,San Diego de Alejandría,Jalisco
395,San Juan de los Lagos,Jalisco
395,Tlacuitapan,Jalisco
395,Unión de San Antonio,Jalisco
424,Jilotlán de los Dolores,Jalisco
431,Cañadas de Obregón,Jalisco
431,Jalostotitlán,Jalisco
431,San Gaspar de los Reyes (San Gaspar),Jalisco
431,Teocaltitan de Guadalupe,Jalisco
437,Bolaños,Jalisco
437,Chimaltitán,Jalisco
437,Temastian,Jalisco
437,Totatiche,Jalisco
437,Villa Guerrero,Jalisco
457,Huejúcar,Jalisco
457,Huejuquilla El Alto,Jalisco
457,Mezquitic,Jalisco
457,Tlalcosahua,Jalisco
474,Betulia,Jalisco
474,Dieciocho de Marzo,Jalisco
474,El Puesto,Jalisco
474,Lagos de Moreno,Jalisco
474,Los Azulitos,Jalisco
474,Matanzas,Jalisco
474,Paso de Cuarenta,Jalisco
474,San Cristóbal,Jalisco
474,San José de los Reynoso,Jalisco
475,Bajío de San José,Jalisco
475,Encarnación de Díaz,Jalisco
475,Estación San Juan de los Lagos,Jalisco
475,Mesón de los Sauces,Jalisco
475,San Sebastián del Alamo,Jalisco
475,Santa María de Abajo,Jalisco
495,Tepusco,Jalisco
495,Villa Hidalgo,Jalisco
496,Guadalupe Victoria,Jalisco
496,La Paz,Jalisco
496,Los Campos,Jalisco
496,Matancillas,Jalisco
496,Ojuelos de Jalisco,Jalisco
499,Colotlán,Jalisco
311,Bellavista,Nayarit
311,El Jicote,Nayarit
311,Francisco I. Madero (Puga),Nayarit
311,Pantanal,Nayarit
311,"San Cayetano,Nayarit",Nayarit
311,San Francisco,Nayarit
311,Santiago de Pochotitan,Nayarit
311,Tepic,Nayarit
311,Testerazo (El Refugio),Nayarit
311,Xalisco,Nayarit
319,Chilapa,Nayarit
319,Coamiles,Nayarit
319,Cofradía de Cuyutlán,Nayarit
319,Colonia 18 de Marzo,Nayarit
319,El Tamarindo,Nayarit
319,El Venado,Nayarit
319,La Boquita,Nayarit
319,Las Peñitas,Nayarit
319,Palma Grande,Nayarit
319,Pimentillo,Nayarit
319,Rosamorada,Nayarit
319,Ruiz,Nayarit
319,Tuxpan,Nayarit
319,Unión de Corrientes,Nayarit
322,Las Jarretaderas,Nayarit
322,Nuevo Vallarta,Nayarit
323,Amapa,Nayarit
323,Aticama,Nayarit
323,Boca de Camichin,Nayarit
323,Cañada del Tabaco,Nayarit
323,El Botadero,Nayarit
323,El Tizate,Nayarit
323,Estación Yago,Nayarit
323,Guadalupe Victoria (La Virocha),Nayarit
323,La Presa,Nayarit
323,Mexcaltitán,Nayarit
323,Pozo de Ibarra,Nayarit
323,Puerta de Mangos,Nayarit
323,San Blas,Nayarit
323,Santa Cruz de Miramar,Nayarit
323,Santiago Ixcuintla,Nayarit
323,Sauta,Nayarit
323,Sentispac,Nayarit
323,Villa Hidalgo (El Nuevo),Nayarit
323,Villa Juárez (La Trozada),Nayarit
324,Ahuacatlán,Nayarit
324,Amatlán de Cañas,Nayarit
324,El Rosario,Nayarit
324,Estancia de Los López,Nayarit
324,Ixtlán del Río,Nayarit
324,Jala,Nayarit
324,Rosa Blanca,Nayarit
324,Tepuzhuacán,Nayarit
324,Tetitlán,Nayarit
324,Uzeta,Nayarit
325,Acaponeta,Nayarit
325,Huajicori,Nayarit
327,Amado Nervo (El Conde),Nayarit
327,Chacala,Nayarit
327,Chapalilla,Nayarit
327,Colonia Moderna (Moderna),Nayarit
327,Compostela,Nayarit
327,El Capomo,Nayarit
327,Felipe Carrillo Puerto,Nayarit
327,Ixtapa de la Concepción,Nayarit
327,Jalcocotán,Nayarit
327,Juan Escutia (Borbollón),Nayarit
327,La Labor,Nayarit
327,La Peñita de Jaltemba,Nayarit
327,Las Varas,Nayarit
327,Lo de Marcos,Nayarit
327,Mecatán,Nayarit
327,Monteón,Nayarit
327,Navarrete,Nayarit
327,Rincón de Guayabitos,Nayarit
327,San José de Mojarras,Nayarit
327,San Pedro Lagunillas,Nayarit
327,Santa María del Oro,Nayarit
327,Zacualpan,Nayarit
329,Bucerías,Nayarit
329,Cruz de Juanacaxtle,Nayarit
329,El Colomo,Nayarit
329,Emiliano Zapata,Nayarit
329,Higuera Blanca,Nayarit
329,Mezcales,Nayarit
329,San José del Valle,Nayarit
329,San Juan de Abajo,Nayarit
329,San Vicente,Nayarit
329,Sayulita,Nayarit
329,Valle de Banderas,Nayarit
389,El Limón,Nayarit
389,Milpas Viejas,Nayarit
389,Quimichis,Nayarit
389,San Felipe Aztatán,Nayarit
389,Tecuala,Nayarit
81,Aeropuertos,Nuevo León
81,Carmen,Nuevo León
81,Ciudad Apodaca,Nuevo León
81,Ciudad Benito Juárez,Nuevo León
81,Ciudad General Escobedo,Nuevo León
81,Ciudad Santa Catarina,Nuevo León
81,Ciudad Satélite del Norte,Nuevo León
81,"El Barrial, Nuevo León (Rancho de los Benavides)",Nuevo León
81,García,Nuevo León
81,Guadalupe,Nuevo León
81,Juárez,Nuevo León
81,Los Ayala,Nuevo León
81,Monterrey,Nuevo León
81,Monterrey (Valle Alto),Nuevo León
81,Parque Ind. Cienega de Flores,Nuevo León
81,Parque Industrial Ciudad Mitras,Nuevo León
81,Salinas Victoria,Nuevo León
81,San Nicolás de los Garza,Nuevo León
81,San Pedro Garza García,Nuevo León
81,Santiago (El Cercado),Nuevo León
81,Villas Campestres,Nuevo León
488,Doctor Arroyo,Nuevo León
488,Mier y Noriega,Nuevo León
821,Guadalupe,Nuevo León
821,Hualahuises,Nuevo León
821,Iturbide,Nuevo León
821,Linares,Nuevo León
823,China,Nuevo León
823,Doctor Coss,Nuevo León
823,Garza González,Nuevo León
823,General Bravo,Nuevo León
823,General Tapia (Mariano Escobedo),Nuevo León
823,Los Herreras,Nuevo León
823,Los Ramones,Nuevo León
823,San Vicente,Nuevo León
824,Garza Ayala,Nuevo León
824,Los Colorados de Abajo,Nuevo León
824,Sabinas Hidalgo,Nuevo León
824,Vallecillo,Nuevo León
825,Ciénaga de Flores,Nuevo León
825,Doctor González,Nuevo León
825,Dulces Nombres,Nuevo León
825,General Zuazua,Nuevo León
825,Higueras,Nuevo León
825,Marín,Nuevo León
825,Pesqueria,Nuevo León
826,Allende,Nuevo León
826,Aramberri,Nuevo León
826,Atongo de Abajo,Nuevo León
826,Catarino Rodríguez (El Potosí),Nuevo León
826,Congregación Calles,Nuevo León
826,El Fraile,Nuevo León
826,Galeana,Nuevo León
826,General Terán,Nuevo León
826,General Zaragoza,Nuevo León
826,La Ascensión,Nuevo León
826,Laguna de Labradores,Nuevo León
826,Montemorelos,Nuevo León
826,Pablillo,Nuevo León
826,Rayones,Nuevo León
826,San José de Raíces,Nuevo León
826,San Rafael,Nuevo León
828,Cadereyta,Nuevo León
828,El Barranquito,Nuevo León
828,San Juan,Nuevo León
829,Bustamante,Nuevo León
829,El Potrero,Nuevo León
829,Hidalgo,Nuevo León
829,Mina,Nuevo León
829,Villa Aldama,Nuevo León
867,"Colombia, Nuevo León",Nuevo León
873,Ciudad Anáhuac,Nuevo León
873,Lampazos,Nuevo León
892,Agualeguas,Nuevo León
892,Cerralvo,Nuevo León
892,General Treviño,Nuevo León
892,Los Aldamas,Nuevo León
892,Melchor Ocampo,Nuevo León
892,Villa de Paras,Nuevo León
313,Aquila,Michoacán
313,Coahuayana de Hidalgo,Michoacán
313,La Placita de Morelos,Michoacán
313,San Juan de Alima,Michoacán
328,Changuitiro,Michoacán
328,Churintzio,Michoacán
328,Colesio,Michoacán
328,Ecuandureo,Michoacán
328,El Capulín,Michoacán
328,El Cuenqueño,Michoacán
328,Huapamacato,Michoacán
328,Ixtlán de los Hervores,Michoacán
328,La Estanzuela,Michoacán
328,La Luz,Michoacán
328,La Noria,Michoacán
328,La Plaza de Fco. J. Mugica (Plaza del Limón),Michoacán
328,Las Fuentes,Michoacán
328,Los Pilares,Michoacán
328,Quiringuicharo (La Hacienda),Michoacán
328,Tecomatán,Michoacán
328,Ucacuaro,Michoacán
328,Vista Hermosa,Michoacán
351,Aquiles Serdán (Santiaguillo),Michoacán
351,Ario de Rayón,Michoacán
351,Atacheo de Regalado,Michoacán
351,El Sauz de Abajo,Michoacán
351,Jacona de Plancarte,Michoacán
351,La Ladera,Michoacán
351,La Sauceda,Michoacán
351,Romero de Torres,Michoacán
351,Zamora,Michoacán
352,El Algodonal,Michoacán
352,La Piedad,Michoacán
352,Los Guajes,Michoacán
352,Paredones,Michoacán
352,Patzímaro de Aviña (Patzímaro del Rincón),Michoacán
352,Ticuitaco (Tocuitaco),Michoacán
352,Zaragoza,Michoacán
353,(La Palma de Jesús),Michoacán
353,Abadiano (Los Bajos),Michoacán
353,Cerrito Colorado,Michoacán
353,Cumuatillo,Michoacán
353,El Fortín,Michoacán
353,Jaripo,Michoacán
353,Jiquilpan de Juárez,Michoacán
353,La Magdalena,Michoacán
353,Pajarearán,Michoacán
353,Pueblo Viejo,Michoacán
353,Sahuayo,Michoacán
353,San Antonio Guaracha,Michoacán
353,Venustiano Carranza,Michoacán
354,Atapan,Michoacán
354,Gildardo Magaña (Los Angeles),Michoacán
354,Guascuaro de Mugica,Michoacán
354,J. Jesús Díaz Tzirio,Michoacán
354,La Laguneta,Michoacán
354,Los Limones,Michoacán
354,Los Palillos,Michoacán
354,Los Reyes,Michoacán
354,Nuevo Zirosto,Michoacán
354,Pamatacuaro,Michoacán
354,Peribán de Ramos,Michoacán
354,San Francisco Periban,Michoacán
354,San Isidro,Michoacán
354,Tacatzcuaro,Michoacán
354,Tinguindín,Michoacán
354,Tocumbo,Michoacán
354,Zacan,Michoacán
354,Zicuicho,Michoacán
355,Adolfo Ruíz Continez (Capricho),Michoacán
355,Carapán,Michoacán
355,Chilchota,Michoacán
355,Colonia Las Malvinas,Michoacán
355,Etucuaro,Michoacán
355,Los Nogales,Michoacán
355,Patambán (Patambam),Michoacán
355,San Antonio Ocampo (Rincón del Tepetate),Michoacán
355,Tangancícuaro,Michoacán
355,Tenguecho,Michoacán
356,El Tequesquite,Michoacán
356,Las Cieneguitas,Michoacán
356,Los Charcos,Michoacán
356,Monteleón,Michoacán
356,Tanhuato de Guerrero,Michoacán
356,Tarimoro,Michoacán
